Timestamp,dp,fn,z,torque,dp_raw,current
0 days 00:00:00,22.00393970011441,173.8828730985541,0.0,2.035602569580078,16.502954775085808,
0 days 00:00:00.003989,19.654289570716795,173.70453077875118,0.0106935,1.850147008895874,14.740717178037595,
0 days 00:00:00.007979,17.36072270242827,173.50413651478397,0.0213898,1.7798970937728882,13.020542026821202,
0 days 00:00:00.011968,15.106566888807954,173.3419004976269,0.031589960074096,1.678899168968201,11.329925166605966,
0 days 00:00:00.015959,12.912231376477452,173.14577600821409,0.04128832371045964,1.5011191368103027,9.68417353235809,
0 days 00:00:00.019948,10.812506815081603,172.8978509911459,0.050981778255914184,1.344282865524292,8.109380111311202,
0 days 00:00:00.023938,8.764938584983415,172.55771241942404,0.061368900218025824,1.1584032773971558,6.5737039387375615,
0 days 00:00:00.027952,6.8235408815383956,172.12218047698565,0.07206760021802583,1.0505666732788086,5.117655661153797,
0 days 00:00:00.031947,4.985708251247924,171.62687251367745,0.08270823861361122,0.9127897024154664,3.7392811884359425,
0 days 00:00:00.036902,3.2309915885363716,171.07797744148104,0.09587673861361122,0.8635538816452026,2.423243691402279,
0 days 00:00:00.040900,1.6250210316260352,170.45829660648064,0.10650193861361122,0.7220845222473145,1.2187657737195263,
0 days 00:00:00.044890,0.1336038586856734,169.77170259400202,0.11707580253356877,0.703405499458313,0.10020289401425506,
0 days 00:00:00.048871,-1.2053984284110464,168.9611219777642,0.12762500253356876,0.610140323638916,-0.9040488213082848,
0 days 00:00:00.051868,-2.3400841545788236,168.02784681215883,0.1355600919779056,0.6296758651733398,-1.7550631159341177,
0 days 00:00:00.056850,-3.2645011333228786,167.00028392453663,0.1487233919779056,0.4970351457595825,-2.448375849992159,
0 days 00:00:00.061834,-3.9409394181473085,165.843188776435,0.16188560694662174,0.4967440366744995,-2.9557045636104813,
0 days 00:00:00.065837,-4.307821146281175,164.61130457951086,0.17243140694662173,0.4154244661331177,-3.2308658597108817,
0 days 00:00:00.069814,-4.413485468683256,163.2529267296252,0.18290860694662173,0.4915010929107666,-3.3101141015124425,
0 days 00:00:00.073809,-4.154763081549554,161.83096500505678,0.19341164743971712,0.4058464765548706,-3.1160723111621653,
0 days 00:00:00.077792,-3.5093758010916347,160.4523094062493,0.2038739474397171,0.39787411689758295,-2.632031850818726,
0 days 00:00:00.081782,-2.398532972863548,159.17887695278796,0.2143486134571882,0.3669943809509277,-1.798899729647661,
0 days 00:00:00.086769,-1.8168794997810211,157.97958357326826,0.2274097134571882,0.4158362150192261,-1.3626596248357659,
0 days 00:00:00.090770,-1.041103602882477,156.91974995994033,0.2378885134571882,0.4626840353012085,-0.7808277021618577,
0 days 00:00:00.095752,-0.05742094428035316,155.95403755016116,0.25089980499903863,0.4592891931533814,-0.04306570821026487,
0 days 00:00:00.098802,1.1267020080503927,155.14949470340156,0.2588643049990386,0.44404482841491705,0.8450265060377945,
0 days 00:00:00.103740,2.3856463858172012,154.41399954423855,0.27173782206526476,0.4747450351715088,1.7892347893629008,
0 days 00:00:00.107712,3.771550886322638,153.76581886579004,0.28207932206526476,0.5153192281723022,2.8286631647419784,
0 days 00:00:00.111701,5.217491102179277,153.15195994555904,0.2924596646558701,0.5021291971206665,3.913118326634458,
0 days 00:00:00.115691,6.722449377477573,152.64590433077416,0.3028171646558701,0.5838539600372314,5.041837033108179,
0 days 00:00:00.119680,8.254374827040499,152.25804475876473,0.3131721646558701,0.6608289480209351,6.1907811202803735,
0 days 00:00:00.123669,9.828029176470391,151.94417600763666,0.32350643277085483,0.8191821575164795,7.371021882352793,
0 days 00:00:00.127658,11.447150763621941,151.81334791851364,0.33383063277085484,1.0686087608337402,8.585363072716456,
