Timestamp,dp,fn,z,torque,dp_raw,current
0 days 00:00:00,28.73222375365291,169.2632298695878,0.0,1.98519766330719,21.549167815239684,0.17384352969775543
0 days 00:00:00.003981,26.513406452401725,169.09731258351863,-0.0011914,1.793063759803772,19.885054839301294,0.17270427859775545
0 days 00:00:00.007134,24.368112607024294,168.91277225132012,-0.0021351,1.6996233463287354,18.27608445526822,0.17180197789775542
0 days 00:00:00.010977,22.209808393398824,168.7369804122438,-0.0032299471080719146,1.4158719778060913,16.65735629504912,0.17075189851455236
0 days 00:00:00.014951,20.18593408406557,168.5683024398,-0.00419440165352646,1.1581264734268188,15.139450563049177,0.16981672678727963
0 days 00:00:00.018941,18.145205473470433,168.29902171982235,-0.005162765289890096,0.8906369209289551,13.608904105102825,0.16887778987818874
0 days 00:00:00.022930,16.20607603521317,168.06224563461785,-0.006115294384662302,0.7080395221710205,12.154557026409876,0.1679463934381274
0 days 00:00:00.026919,14.309773211970446,167.77690986831666,-0.0070512943846623025,0.6334034204483032,10.732329908977835,0.1670227905381274
0 days 00:00:00.030909,12.508118154573575,167.47228584019211,-0.007987494384662303,0.6089305877685547,9.381088615930182,0.1660989560381274
0 days 00:00:00.034906,10.77074000921708,167.12975213591787,-0.008799114557047441,0.5634256601333618,8.07805500691281,0.16528020229575335
0 days 00:00:00.037899,9.199237396084586,166.8323691531937,-0.009404714557047441,0.564853310585022,6.89942804706344,0.16466897139575334
0 days 00:00:00.040891,7.668545345371673,166.51339351126222,-0.010010014557047442,0.4610453844070434,5.751409009028755,0.16405794469575335
0 days 00:00:00.043883,6.353838087504768,166.29834947159677,-0.010522216716136429,0.4294508695602417,4.765378565628576,0.16352567387833922
0 days 00:00:00.046875,5.200608322688309,165.98942792027827,-0.011030816716136429,0.3862812519073486,3.9004562420162316,0.16299638067833921
0 days 00:00:00.049867,4.260175447291303,165.75171982126054,-0.011539416716136428,0.3307535648345947,3.195131585468477,0.1624670874783392
0 days 00:00:00.052859,3.5439484767660834,165.46198532735926,-0.011988000861922154,0.2846531867980957,2.6579613575745626,0.16198857708588502
0 days 00:00:00.055860,3.0178653078673054,165.23620232185618,-0.012401200861922155,0.1822508573532104,2.263398980900479,0.161539670985885
0 days 00:00:00.059998,2.7314420231430345,164.95703742316465,-0.012970900861922154,0.0901398658752441,2.0485815173572757,0.16092068628588502
0 days 00:00:00.063832,2.7125555092015743,164.68970822368067,-0.013407166994411716,0.0329620838165283,2.0344166319011805,0.1604245381183908
0 days 00:00:00.067810,2.9085789555477977,164.410755699051,-0.013826266994411716,0.083509087562561,2.1814342166608482,0.1599381553183908
0 days 00:00:00.071799,3.3214303287395914,164.1493872201164,-0.01422071511360513,0.1241668462753295,2.4910727465546936,0.15947225407585652
0 days 00:00:00.075788,3.0672822782290527,163.85235411765052,-0.01451201511360513,0.155916690826416,2.3004617086717896,0.15909349517585653
0 days 00:00:00.079778,2.8639867515803985,163.61200008442373,-0.014803415113605129,0.0839424133300781,2.147990063685299,0.1587146412758565
0 days 00:00:00.083768,2.7552622613118944,163.3127221909872,-0.015005345219498834,0.0026359558105468,2.0664466959839207,0.1584114016582822
0 days 00:00:00.087766,2.63961963460104,163.02936750138545,-0.015168145219498835,0.0009398460388183,1.97971472595078,0.1581410028582822
0 days 00:00:00.091754,2.4796686962428103,162.64780373743386,-0.015306157312096377,-0.1248735189437866,1.8597515221821077,0.15789187756566783
0 days 00:00:00.094748,2.2992301217881344,162.29282723734048,-0.015331257312096376,-0.0837606191635131,1.7244225913411007,0.15777117086566783
0 days 00:00:00.097739,2.084105608796141,161.8734779727173,-0.015356357312096376,-0.1191577911376953,1.5630792065971058,0.15765058506566781
0 days 00:00:00.101728,1.8707222033639803,161.48276829605834,-0.015366351391397776,-0.1146376132965087,1.4030416525229852,0.1575096507980134
0 days 00:00:00.105716,1.6903988375537657,161.04276397717987,-0.015270951391397777,-0.1409294605255127,1.2677991281653243,0.15745781119801341
0 days 00:00:00.109706,1.4862874580071646,160.61381905737778,-0.015175451391397777,-0.2043405771255493,1.1147155935053734,0.15740594569801342
0 days 00:00:00.113687,1.3145781558995033,160.08687530482544,-0.014993327457395901,-0.2277911901473999,0.9859336169246276,0.15742759865531897
0 days 00:00:00.117676,1.1487511363161809,159.65758254668256,-0.0147689274573959,-0.1862058639526367,0.8615633522371356,0.15748471485531898
0 days 00:00:00.121665,0.9715826207114749,159.1708467139492,-0.014522985510101422,-0.2326048612594604,0.7286869655336062,0.15755999713758445
0 days 00:00:00.125655,0.8451001486147065,158.68842486824306,-0.014169585510101421,-0.2482514381408691,0.6338251114610298,0.15772612383758444
0 days 00:00:00.130641,0.7088637690056815,158.2558958134155,-0.013727985510101423,-0.306673526763916,0.5316478267542611,0.15793371973758447
0 days 00:00:00.134633,0.5936237781491261,157.79084060279047,-0.013256925549503695,-0.2816991806030273,0.44521783361184464,0.1581991735448099
0 days 00:00:00.138629,0.4697515568264953,157.41791003253232,-0.012773825549503695,-0.3165050745010376,0.3523136676198715,0.15847471004480987
0 days 00:00:00.142619,0.3184371320275638,157.01854219313134,-0.0122391475756098,-0.3894919157028198,0.23882784902067283,0.1587940595769953
0 days 00:00:00.146608,0.15604703186412508,156.6766336005467,-0.0116279475756098,-0.3637928962707519,0.11703527389809382,0.1591780822769953
0 days 00:00:00.149600,0.024317602283422127,156.3076023110052,-0.0111695475756098,-0.3023786544799804,0.018238201712566595,0.1594661232769953
0 days 00:00:00.153768,-0.06830511326508741,156.03307863608623,-0.010441451588416195,-0.245782732963562,-0.051228834948815555,0.15994299273414064
0 days 00:00:00.157730,-0.13540491616506647,155.73642079437326,-0.009706351588416194,-0.2359273433685302,-0.10155368712379986,0.16043264733414062
0 days 00:00:00.161718,-0.2243126853503148,155.4696974205454,-0.008943137587930002,-0.3346176147460937,-0.1682345140127361,0.16094512901624597
0 days 00:00:00.165709,-0.28021093068145136,155.18575556549695,-0.008073637587930001,-0.4119946956634521,-0.21015819801108854,0.16154739101624596
0 days 00:00:00.170555,-0.3449406649799711,154.90353871392222,-0.007017937587930002,-0.4035111665725708,-0.25870549873497833,0.16227867691624595
0 days 00:00:00.174539,-0.37600300292000194,154.69330853226302,-0.006035505574140546,-0.4455660581588745,-0.28200225219000147,0.1629765586233112
0 days 00:00:00.178513,-0.39860005197641085,154.50561428646017,-0.005041305574140545,-0.4488894939422607,-0.29895003898230815,0.1636848143233112
0 days 00:00:00.182502,-0.3886292797717785,154.34899144045607,-0.003994755547054907,-0.4925826787948608,-0.2914719598288339,0.1644367740553364
0 days 00:00:00.186492,-0.31990048986803477,154.2751852829459,-0.0028675555470549065,-0.4921895265579223,-0.23992536740102607,0.16525687745533643
0 days 00:00:00.190481,-0.22738483013552369,154.19186105712808,-0.0017406555470549064,-0.5183275938034058,-0.17053862260164276,0.1660767752553364
0 days 00:00:00.194479,-0.15281136705866738,154.1556834789002,-0.0004987875066731391,-0.4469528198242187,-0.11460852529400054,0.1669935599123216
0 days 00:00:00.198469,-0.041452286733156964,154.12724673316464,0.000757412493326861,-0.3727056980133056,-0.031089215049867724,0.16792265941232157
0 days 00:00:00.202458,0.08764661638664761,154.0736258051435,0.002060398547008337,-0.3617235422134399,0.06573496228998571,0.16812914539427648
0 days 00:00:00.205450,0.24325440667692083,154.09530860764949,0.003099098547008337,-0.37403404712677,0.1824408050076906,0.1673434368942765
0 days 00:00:00.208442,0.3736642926330622,154.11541184885994,0.004137698547008337,-0.3060413599014282,0.28024821947479667,0.1665577284942765
0 days 00:00:00.211435,0.46811354383143794,154.1771138652566,0.00519080261398955,-0.2981120347976684,0.35108515787357847,0.16612968199014
0 days 00:00:00.214426,0.606331638684004,154.19895514239403,0.0063258026139895495,-0.212299108505249,0.454748729013003,0.16780527619014002
0 days 00:00:00.217419,0.7475848909715239,154.21248348930536,0.00746160261398955,-0.1383628845214843,0.5606886682286429,0.16948199089014
0 days 00:00:00.221398,0.8806338813009983,154.2554223056078,0.00898432469426689,-0.0486105680465698,0.6604754109757487,0.17191827980150648
0 days 00:00:00.225388,0.9672695097628924,154.28113267477434,0.01062742469426689,0.0145246982574462,0.7254521323221693,0.1762307841015065
0 days 00:00:00.229377,1.085970081883131,154.3087261079369,0.01227002469426689,0.0646644830703735,0.8144775614123483,0.18054220750150649
0 days 00:00:00.233366,1.233312542863647,154.34382251251213,0.013989164787840387,0.1197372674942016,0.9249844071477353,0.1823575881401344
0 days 00:00:00.237356,1.3886219890754092,154.34704296120105,0.015761264787840387,0.2056775093078613,1.041466491806557,0.18246078954013442
0 days 00:00:00.241347,1.4964873467405035,154.33193591183783,0.017544922894717173,0.2429165840148925,1.1223655100553778,0.18207752646849518
