Date_Time,Slip,Max_Sinkage,Average_Current,Average DP/W,Repeat
20210208165209,20,4.669873721449619,0.9555193977996524,0.06119574177300869,a
20210208165752,20,6.295829722981814,0.9920063731170335,0.07328310768757665,b
20210208170905,20,3.3959946812868083,0.9063596287703016,0.06746513050940084,c
20210208171441,70,14.107999416074072,1.5248083889418493,0.1622747348582198,a
20210208172203,70,13.44348024365862,1.4638693371483071,0.1672955058194263,b
20210208172636,70,13.558676873108979,1.4723654121010004,0.1824825670095462,c
