index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
1,13:57:00,58.0000,0.0000,0.0000,0.0000,-0.0381,1822.0000,1500.0000
9,13:57:00.010000,117.0000,0.0000,0.0000,-10.0000,0.1716,1792.0000,1500.0000
17,13:57:00.021000,148.0000,0.0000,0.0000,-12.0000,0.1621,1783.0000,1500.0000
25,13:57:00.031000,328.0000,0.0000,3.9333,-3.0000,-0.1049,1814.0000,1500.0000
33,13:57:00.041000,-122.0000,0.0000,0.0000,-22.0000,-0.1430,1789.0000,1500.0000
41,13:57:00.051000,-184.0000,0.0000,0.0000,-10.0000,-0.0381,1791.0000,1500.0000
49,13:57:00.061000,132.0000,0.0000,0.0000,-27.0000,-0.0477,1803.0000,1500.0000
57,13:57:00.071000,-47.0000,0.0000,3.9333,-8.0000,-0.1335,1791.0000,1500.0000
65,13:57:00.081000,339.0000,0.0000,3.9333,-27.0000,-0.2289,1788.0000,1500.0000
73,13:57:00.091000,-129.0000,0.0000,0.0000,-29.0000,-0.0191,1815.0000,1500.0000
81,13:57:00.101000,132.0000,0.0000,0.0000,-27.0000,-0.1907,1816.0000,1500.0000
89,13:57:00.111000,-43.0000,0.0000,0.0000,-17.0000,-0.3623,1788.0000,1500.0000
97,13:57:00.121000,-59.0000,0.0000,3.9333,-31.0000,-0.3623,1785.0000,1500.0000
105,13:57:00.131000,85.0000,0.0000,3.9333,-29.0000,-0.6770,1814.0000,1500.0000
113,13:57:00.141000,3.0000,0.0000,3.9333,-43.0000,-1.1157,1785.0000,1500.0000
121,13:57:00.151000,7.0000,0.0000,0.0000,-34.0000,-1.6020,1807.0000,1500.0000
129,13:57:00.161000,46.0000,0.0000,3.9333,-48.0000,-1.7736,1795.0000,1500.0000
137,13:57:00.171000,214.0000,0.0000,3.9333,-15.0000,-2.3171,1787.0000,1500.0000
145,13:57:00.181000,128.0000,0.0000,3.9333,-34.0000,-2.3076,1799.0000,1500.0000
153,13:57:00.191000,148.0000,0.0000,3.9333,-46.0000,-2.4220,1780.0000,1500.0000
161,13:57:00.201000,125.0000,0.0000,3.9333,-34.0000,-2.2694,1806.0000,1500.0000
169,13:57:00.211000,132.0000,0.0000,0.0000,-60.0000,-2.2599,1806.0000,1500.0000
177,13:57:00.221000,66.0000,0.0000,3.9333,-51.0000,-2.5078,1787.0000,1500.0000
185,13:57:00.231000,171.0000,0.0000,3.9333,-31.0000,-2.4411,1783.0000,1500.0000
193,13:57:00.241000,199.0000,0.0000,3.9333,-46.0000,-2.5269,1779.0000,1500.0000
201,13:57:00.251000,117.0000,0.0000,3.9333,-41.0000,-2.8892,1789.0000,1500.0000
209,13:57:00.261000,82.0000,0.0000,3.9333,-48.0000,-3.2993,1786.0000,1500.0000
217,13:57:00.271000,11.0000,0.0000,3.9333,-48.0000,-3.6044,1797.0000,1500.0000
225,13:57:00.281000,187.0000,0.0000,3.9333,-51.0000,-3.7951,1801.0000,1500.0000
