index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
1,13:53:05,93.0000,0.0000,0.0000,2.0000,-0.0763,4356.0000,1500.0000
9,13:53:05.010000,292.0000,0.0000,0.0000,-12.0000,0.0667,4363.0000,1500.0000
17,13:53:05.021000,394.0000,0.0000,0.0000,23.0000,-0.0858,4382.0000,1500.0000
25,13:53:05.031000,171.0000,0.0000,0.0000,-12.0000,0.0286,4381.0000,1500.0000
33,13:53:05.041000,-153.0000,0.0000,0.0000,-20.0000,-0.0477,4391.0000,1500.0000
41,13:53:05.051000,402.0000,0.0000,0.0000,-10.0000,0.0191,4380.0000,1500.0000
49,13:53:05.061000,230.0000,0.0000,3.9333,2.0000,-0.0667,4386.0000,1500.0000
57,13:53:05.071000,89.0000,0.0000,0.0000,-22.0000,0.1144,4373.0000,1500.0000
65,13:53:05.081000,414.0000,0.0000,3.9333,-10.0000,0.0191,4374.0000,1500.0000
73,13:53:05.091000,195.0000,0.0000,0.0000,-27.0000,-0.0381,4378.0000,1500.0000
81,13:53:05.101000,3.0000,0.0000,0.0000,-22.0000,-0.1049,4367.0000,1500.0000
89,13:53:05.111000,257.0000,0.0000,0.0000,-24.0000,-0.2384,4362.0000,1500.0000
97,13:53:05.121000,-4.0000,0.0000,3.9333,-34.0000,-0.3814,4382.0000,1500.0000
105,13:53:05.131000,85.0000,0.0000,3.9333,-34.0000,-0.9631,4361.0000,1500.0000
113,13:53:05.141000,242.0000,0.0000,0.0000,-22.0000,-1.2301,4385.0000,1500.0000
121,13:53:05.151000,207.0000,0.0000,0.0000,-27.0000,-1.4399,4362.0000,1500.0000
129,13:53:05.161000,132.0000,0.0000,3.9333,-17.0000,-1.5924,4316.0000,1500.0000
137,13:53:05.171000,269.0000,0.0000,3.9333,-41.0000,-1.5829,4360.0000,1500.0000
145,13:53:05.181000,136.0000,0.0000,3.9333,-27.0000,-1.6782,4390.0000,1500.0000
153,13:53:05.191000,214.0000,0.0000,0.0000,-51.0000,-2.0692,4403.0000,1500.0000
161,13:53:05.201000,203.0000,0.0000,3.9333,-31.0000,-2.0978,4388.0000,1500.0000
169,13:53:05.211000,242.0000,0.0000,3.9333,-60.0000,-2.5174,4386.0000,1500.0000
177,13:53:05.221000,195.0000,0.0000,3.9333,-36.0000,-2.7653,4353.0000,1500.0000
185,13:53:05.231000,15.0000,0.0000,3.9333,-55.0000,-3.2039,4382.0000,1500.0000
193,13:53:05.241000,343.0000,0.0000,3.9333,-48.0000,-3.4709,4395.0000,1500.0000
201,13:53:05.251000,394.0000,0.0000,3.9333,-51.0000,-3.6998,4355.0000,1500.0000
209,13:53:05.261000,132.0000,0.0000,7.8666,-41.0000,-3.7760,4349.0000,1500.0000
217,13:53:05.271000,300.0000,0.0000,3.9333,-29.0000,-3.6521,4361.0000,1500.0000
225,13:53:05.281000,203.0000,0.0000,3.9333,-53.0000,-3.5567,4382.0000,1500.0000
233,13:53:05.291000,128.0000,0.0000,3.9333,-48.0000,-3.7093,4378.0000,1500.0000
241,13:53:05.301000,125.0000,0.0000,3.9333,-39.0000,-3.9286,4389.0000,1500.0000
249,13:53:05.311000,347.0000,0.0000,7.8666,-39.0000,-4.6247,4379.0000,1500.0000
257,13:53:05.321000,-24.0000,0.0000,3.9333,-31.0000,-4.8345,4360.0000,1500.0000
265,13:53:05.331000,214.0000,0.0000,7.8666,-41.0000,-4.5961,4359.0000,1500.0000
273,13:53:05.341000,167.0000,0.0000,7.8666,-43.0000,-4.1765,4374.0000,1500.0000
281,13:53:05.351000,195.0000,0.0000,7.8666,-46.0000,-4.0240,4379.0000,1500.0000
289,13:53:05.361000,144.0000,0.0000,7.8666,-46.0000,-4.3672,4378.0000,1500.0000
297,13:53:05.371000,179.0000,0.0000,3.9333,-60.0000,-4.9775,4384.0000,1500.0000
305,13:53:05.381000,421.0000,0.0000,7.8666,-43.0000,-5.3113,4391.0000,1500.0000
313,13:53:05.391000,78.0000,0.0000,11.7999,-46.0000,-5.1492,4405.0000,1500.0000
321,13:53:05.401000,261.0000,0.0000,11.7999,-58.0000,-4.9775,4359.0000,1500.0000
329,13:53:05.411000,328.0000,0.0000,7.8666,-48.0000,-4.6724,4359.0000,1500.0000
337,13:53:05.421000,-47.0000,0.0000,7.8666,-43.0000,-4.7010,4394.0000,1500.0000
345,13:53:05.431000,70.0000,0.0000,11.7999,-39.0000,-5.1587,4376.0000,1500.0000
353,13:53:05.441000,-227.0000,0.0000,7.8666,-39.0000,-5.1205,4378.0000,1500.0000
361,13:53:05.451000,214.0000,0.0000,7.8666,-53.0000,-5.1110,4367.0000,1500.0000
369,13:53:05.461000,199.0000,0.0000,7.8666,-53.0000,-4.7487,4358.0000,1500.0000
377,13:53:05.471000,289.0000,0.0000,11.7999,-58.0000,-4.7963,4365.0000,1500.0000
385,13:53:05.481000,242.0000,0.0000,11.7999,-62.0000,-5.3875,4359.0000,1500.0000
393,13:53:05.491000,421.0000,0.0000,11.7999,-39.0000,-5.9597,4375.0000,1500.0000
401,13:53:05.501000,316.0000,0.0000,7.8666,-24.0000,-5.9597,4393.0000,1500.0000
409,13:53:05.511000,-4.0000,0.0000,11.7999,-51.0000,-5.4066,4367.0000,1500.0000
417,13:53:05.521000,335.0000,0.0000,11.7999,-53.0000,-5.1301,4364.0000,1500.0000
425,13:53:05.531000,164.0000,0.0000,11.7999,-46.0000,-5.2254,4429.0000,1500.0000
433,13:53:05.541000,265.0000,0.0000,11.7999,-53.0000,-5.6736,4403.0000,1500.0000
441,13:53:05.551000,644.0000,0.0000,11.7999,-60.0000,-5.4638,4370.0000,1500.0000
449,13:53:05.561000,121.0000,0.0000,11.7999,-60.0000,-5.3017,4393.0000,1500.0000
457,13:53:05.571000,93.0000,0.0000,15.7332,-58.0000,-5.3208,4384.0000,1500.0000
465,13:53:05.581000,27.0000,0.0000,15.7332,-46.0000,-5.7022,4377.0000,1500.0000
