index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
1,14:02:27,-172.0000,0.0000,0.0000,-8.0000,-0.0381,2314.0000,1500.0000
9,14:02:27.010000,-274.0000,0.0000,0.0000,14.0000,-0.0572,2338.0000,1500.0000
17,14:02:27.021000,-24.0000,0.0000,0.0000,0.0000,-0.1240,2331.0000,1500.0000
25,14:02:27.031000,-360.0000,0.0000,0.0000,-3.0000,-0.0286,2316.0000,1500.0000
33,14:02:27.041000,23.0000,0.0000,0.0000,-22.0000,-0.0191,2305.0000,1500.0000
41,14:02:27.051000,148.0000,0.0000,0.0000,7.0000,0.0572,2312.0000,1500.0000
49,14:02:27.061000,257.0000,0.0000,0.0000,-20.0000,0.0477,2314.0000,1500.0000
57,14:02:27.071000,-98.0000,0.0000,3.9333,-15.0000,-0.1144,2307.0000,1500.0000
65,14:02:27.081000,398.0000,0.0000,3.9333,-27.0000,-0.1526,2339.0000,1500.0000
73,14:02:27.091000,-8.0000,0.0000,0.0000,-29.0000,-0.2289,2309.0000,1500.0000
81,14:02:27.101000,250.0000,0.0000,0.0000,-8.0000,-0.2289,2336.0000,1500.0000
89,14:02:27.111000,23.0000,0.0000,0.0000,-31.0000,-0.4196,2316.0000,1500.0000
97,14:02:27.121000,93.0000,0.0000,3.9333,-34.0000,-0.6866,2307.0000,1500.0000
105,14:02:27.131000,207.0000,0.0000,0.0000,-17.0000,-0.8296,2338.0000,1500.0000
113,14:02:27.141000,128.0000,0.0000,0.0000,-17.0000,-1.3159,2308.0000,1500.0000
121,14:02:27.151000,93.0000,0.0000,0.0000,-34.0000,-1.5924,2333.0000,1500.0000
129,14:02:27.161000,214.0000,0.0000,3.9333,-29.0000,-1.9357,2326.0000,1500.0000
137,14:02:27.171000,207.0000,0.0000,3.9333,-29.0000,-2.1646,2323.0000,1500.0000
145,14:02:27.181000,140.0000,0.0000,3.9333,-3.0000,-2.1836,2313.0000,1500.0000
153,14:02:27.191000,187.0000,0.0000,0.0000,-27.0000,-2.2313,2322.0000,1500.0000
161,14:02:27.201000,160.0000,0.0000,3.9333,-24.0000,-2.3171,2309.0000,1500.0000
169,14:02:27.211000,238.0000,0.0000,3.9333,-34.0000,-2.3743,2269.0000,1500.0000
177,14:02:27.221000,414.0000,0.0000,3.9333,-46.0000,-2.3553,2306.0000,1500.0000
185,14:02:27.231000,3.0000,0.0000,3.9333,-22.0000,-2.5174,2310.0000,1500.0000
193,14:02:27.241000,97.0000,0.0000,3.9333,-55.0000,-2.7939,2334.0000,1500.0000
201,14:02:27.251000,167.0000,0.0000,3.9333,-36.0000,-3.0227,2335.0000,1500.0000
209,14:02:27.261000,195.0000,0.0000,3.9333,-43.0000,-3.3279,2328.0000,1500.0000
217,14:02:27.271000,269.0000,0.0000,3.9333,-34.0000,-3.9381,2324.0000,1500.0000
225,14:02:27.281000,214.0000,0.0000,7.8666,-41.0000,-3.6902,2308.0000,1500.0000
233,14:02:27.291000,203.0000,0.0000,7.8666,-67.0000,-3.6139,2307.0000,1500.0000
241,14:02:27.301000,320.0000,0.0000,3.9333,-62.0000,-3.6998,2310.0000,1500.0000
249,14:02:27.311000,273.0000,0.0000,7.8666,-48.0000,-3.7665,2338.0000,1500.0000
257,14:02:27.321000,31.0000,0.0000,7.8666,-60.0000,-4.1765,2300.0000,1500.0000
265,14:02:27.331000,218.0000,0.0000,7.8666,-43.0000,-4.7582,2316.0000,1500.0000
273,14:02:27.341000,289.0000,0.0000,7.8666,-58.0000,-5.3875,2337.0000,1500.0000
281,14:02:27.351000,246.0000,0.0000,7.8666,-43.0000,-5.6259,2310.0000,1500.0000
289,14:02:27.361000,273.0000,0.0000,7.8666,-43.0000,-5.3971,2339.0000,1500.0000
297,14:02:27.371000,179.0000,0.0000,7.8666,-41.0000,-5.4066,2306.0000,1500.0000
305,14:02:27.381000,410.0000,0.0000,7.8666,-46.0000,-5.4448,2315.0000,1500.0000
313,14:02:27.391000,203.0000,0.0000,7.8666,-36.0000,-6.0360,2327.0000,1500.0000
321,14:02:27.401000,269.0000,0.0000,7.8666,-34.0000,-5.8834,2332.0000,1500.0000
329,14:02:27.411000,78.0000,0.0000,7.8666,-43.0000,-5.6069,2324.0000,1500.0000
337,14:02:27.421000,257.0000,0.0000,7.8666,-48.0000,-5.9501,2335.0000,1500.0000
345,14:02:27.431000,511.0000,0.0000,7.8666,-36.0000,-6.9895,2324.0000,1500.0000
353,14:02:27.441000,433.0000,0.0000,11.7999,-43.0000,-7.1421,2359.0000,1500.0000
361,14:02:27.451000,335.0000,0.0000,11.7999,-51.0000,-7.2851,2381.0000,1500.0000
369,14:02:27.461000,351.0000,0.0000,11.7999,-36.0000,-7.4281,2443.0000,1500.0000
377,14:02:27.471000,503.0000,0.0000,11.7999,-29.0000,-7.9335,2497.0000,1500.0000
385,14:02:27.481000,15.0000,0.0000,11.7999,-34.0000,-7.8477,2536.0000,1500.0000
393,14:02:27.491000,160.0000,0.0000,11.7999,-48.0000,-7.5426,2536.0000,1500.0000
401,14:02:27.501000,542.0000,0.0000,11.7999,-43.0000,-7.8382,2542.0000,1500.0000
409,14:02:27.511000,539.0000,0.0000,11.7999,-39.0000,-8.3435,2567.0000,1500.0000
417,14:02:27.521000,257.0000,0.0000,11.7999,-20.0000,-7.9049,2559.0000,1500.0000
425,14:02:27.531000,242.0000,0.0000,11.7999,-31.0000,-7.5426,2546.0000,1500.0000
433,14:02:27.541000,519.0000,0.0000,11.7999,-60.0000,-8.2291,2545.0000,1500.0000
441,14:02:27.551000,300.0000,0.0000,11.7999,-70.0000,-8.3054,2545.0000,1500.0000
449,14:02:27.561000,410.0000,0.0000,15.7332,-60.0000,-8.1814,2573.0000,1500.0000
457,14:02:27.571000,292.0000,0.0000,11.7999,-46.0000,-9.0396,2548.0000,1500.0000
465,14:02:27.581000,125.0000,0.0000,11.7999,-36.0000,-9.7929,2558.0000,1500.0000
473,14:02:27.591000,359.0000,0.0000,11.7999,-34.0000,-9.5164,2575.0000,1500.0000
481,14:02:27.601000,-59.0000,0.0000,15.7332,-46.0000,-9.4973,2559.0000,1500.0000
489,14:02:27.611000,191.0000,0.0000,15.7332,-62.0000,-9.4020,2572.0000,1500.0000
497,14:02:27.621000,324.0000,0.0000,11.7999,-41.0000,-9.0778,2571.0000,1500.0000
505,14:02:27.631000,539.0000,0.0000,15.7332,-41.0000,-10.0313,2599.0000,1500.0000
513,14:02:27.641000,488.0000,0.0000,15.7332,-41.0000,-10.5176,2571.0000,1500.0000
521,14:02:27.651000,230.0000,0.0000,15.7332,-41.0000,-10.0218,2603.0000,1500.0000
529,14:02:27.661000,605.0000,0.0000,15.7332,-58.0000,-10.7465,2582.0000,1500.0000
537,14:02:27.671000,246.0000,0.0000,19.6665,-65.0000,-10.4699,2597.0000,1500.0000
545,14:02:27.681000,250.0000,0.0000,15.7332,-58.0000,-10.9563,2588.0000,1500.0000
553,14:02:27.691000,429.0000,0.0000,19.6665,-51.0000,-11.7858,2607.0000,1500.0000
561,14:02:27.701000,339.0000,0.0000,15.7332,-58.0000,-11.1088,2583.0000,1500.0000
569,14:02:27.711000,457.0000,0.0000,15.7332,-39.0000,-12.1959,2583.0000,1500.0000
577,14:02:27.721000,281.0000,0.0000,15.7332,-41.0000,-11.8144,2594.0000,1500.0000
585,14:02:27.731000,953.0000,0.0000,15.7332,-55.0000,-12.4152,2603.0000,1500.0000
593,14:02:27.741000,468.0000,0.0000,15.7332,-48.0000,-12.8633,2598.0000,1500.0000
601,14:02:27.751000,230.0000,0.0000,15.7332,-36.0000,-13.0255,2628.0000,1500.0000
609,14:02:27.761000,253.0000,0.0000,19.6665,-22.0000,-12.8157,2625.0000,1500.0000
617,14:02:27.771000,523.0000,0.0000,19.6665,-62.0000,-12.7394,2606.0000,1500.0000
625,14:02:27.781000,742.0000,0.0000,19.6665,-43.0000,-13.5880,2644.0000,1500.0000
633,14:02:27.791000,253.0000,0.0000,19.6665,-46.0000,-13.3211,2618.0000,1500.0000
641,14:02:27.801000,257.0000,0.0000,19.6665,-48.0000,-13.5404,2635.0000,1500.0000
649,14:02:27.811000,35.0000,0.0000,19.6665,-58.0000,-13.0731,2636.0000,1500.0000
657,14:02:27.821000,250.0000,0.0000,15.7332,-65.0000,-13.9504,2645.0000,1500.0000
665,14:02:27.831000,570.0000,0.0000,19.6665,-58.0000,-13.3592,2637.0000,1500.0000
673,14:02:27.841000,50.0000,0.0000,19.6665,-46.0000,-13.8074,2631.0000,1500.0000
681,14:02:27.851000,207.0000,0.0000,19.6665,-60.0000,-13.6548,2645.0000,1500.0000
689,14:02:27.861000,285.0000,0.0000,15.7332,-65.0000,-14.5607,2669.0000,1500.0000
697,14:02:27.871000,257.0000,0.0000,19.6665,-55.0000,-14.0839,2641.0000,1500.0000
705,14:02:27.881000,359.0000,0.0000,19.6665,-43.0000,-14.5511,2656.0000,1500.0000
713,14:02:27.891000,1343.0000,0.0000,19.6665,-79.0000,-14.1506,2653.0000,1500.0000
721,14:02:27.901000,519.0000,0.0000,15.7332,-41.0000,-15.1328,2656.0000,1500.0000
729,14:02:27.911000,402.0000,0.0000,19.6665,-41.0000,-14.2841,2664.0000,1500.0000
737,14:02:27.921000,324.0000,0.0000,19.6665,-55.0000,-14.5035,2681.0000,1500.0000
745,14:02:27.931000,74.0000,0.0000,19.6665,-72.0000,-14.2841,2710.0000,1500.0000
753,14:02:27.941000,101.0000,0.0000,15.7332,-55.0000,-14.8086,2666.0000,1500.0000
761,14:02:27.951000,54.0000,0.0000,19.6665,-62.0000,-14.5225,2675.0000,1500.0000
769,14:02:27.961000,503.0000,0.0000,19.6665,-60.0000,-14.3413,2699.0000,1500.0000
777,14:02:27.971000,46.0000,0.0000,19.6665,-53.0000,-14.9325,2691.0000,1500.0000
785,14:02:27.981000,648.0000,0.0000,19.6665,-39.0000,-15.2281,2714.0000,1500.0000
793,14:02:27.991000,1078.0000,0.0000,15.7332,-58.0000,-15.3712,2695.0000,1500.0000
801,14:02:28.001000,414.0000,0.0000,19.6665,-79.0000,-14.5893,2702.0000,1500.0000
809,14:02:28.011000,-24.0000,0.0000,19.6665,-51.0000,-15.7049,2694.0000,1500.0000
817,14:02:28.021000,785.0000,0.0000,19.6665,-67.0000,-15.1328,2700.0000,1500.0000
825,14:02:28.031000,507.0000,0.0000,19.6665,-62.0000,-14.9230,2712.0000,1500.0000
833,14:02:28.041000,480.0000,0.0000,19.6665,-55.0000,-14.5416,2703.0000,1500.0000
