Timestamp,dp,z,p
0.0,0.20456871512965494,0.0,0.17255180250871086
0.00398,0.1931138829450771,0.0008049,0.17487533901266092
0.00797,0.18185914175484916,0.0016119,0.17720471354740489
0.011959000000000003,0.17069413776673598,0.0024293239894108,0.1794307140673341
0.015949,0.1598282983626765,0.0032581421712289,0.18155073032588687
0.018950000000000005,0.14948370740382888,0.0038814148985016994,0.18314525874803783
0.022930000000000002,0.13949748695660635,0.0047987859365324,0.18536378736928785
0.026929000000000005,0.1302730257920173,0.0058173859365324,0.18770371464118787
0.030918,0.12131542825408585,0.006833385936532401,0.19003779057628786
0.03490700000000001,0.11309465525218003,0.0079519403868336,0.19237445484596805
0.03889600000000001,0.10569277778934186,0.0090725403868336,0.19471117346956407
0.04287700000000001,0.09882636257314086,0.010240169158492601,0.1970444491765667
0.04603000000000001,0.09293304970423764,0.0112086691584926,0.19889353565601664
0.04993600000000001,0.0876160462100111,0.0124083691584926,0.20118422120142662
0.053927,0.08357983886523719,0.013711072251505902,0.2035266944224457
0.05783600000000001,0.08036452253403606,0.0150142722515059,0.2058217289656677
0.06182500000000001,0.07811607679629606,0.0163657496658735,0.2081642793013732
0.06581600000000001,0.07715495030914192,0.0178010496658735,0.2105101012992233
0.06980400000000002,0.0772181485704704,0.0192351496658735,0.2128541598793713
0.07379300000000003,0.07865867731768848,0.0207429014015954,0.21520065665019128
0.07778400000000002,0.08142976039041332,0.0222828014015954,0.2175491224935813
0.08078300000000002,0.08074883413082566,0.0234399014015954,0.2193138555066713
0.08477200000000001,0.08015538320158774,0.0250780274586751,0.2216636433298257
0.08776600000000001,0.07947507203526312,0.0263117274586751,0.22342741756666973
0.091755,0.07883368801433456,0.0279753278371091,0.22577784937342454
0.09574400000000002,0.07800756773738014,0.029723627837109096,0.22813042363212058
0.09973300000000002,0.07721394839392955,0.0314720278371091,0.23048299789081655
0.10272500000000002,0.07638123840466192,0.0328287025369045,0.23224871875782996
0.105717,0.07558701972530157,0.0342185025369045,0.23401527899133387
0.10969800000000002,0.07487195818506555,0.0360678025369045,0.23636577247168786
0.11368700000000002,0.07425348544846311,0.0379912515580541,0.2387227693580356
0.11767700000000002,0.07389357501330421,0.0399493515580541,0.2410812199126236
0.12166600000000002,0.07349206910244689,0.0419244749005545,0.24343952062823593
0.12565500000000004,0.07309184264587283,0.04398667490055451,0.24580002270448195
0.12964400000000004,0.07242415700619453,0.0460488749005545,0.24816052478072792
0.132645,0.07211831060210534,0.0476434725644163,0.24993746477750067
0.136635,0.07210818566867183,0.0498108725644163,0.25230120194877065
0.140624,0.07204334578359156,0.0519777725644163,0.2546643466308666
0.14361600000000002,0.07187757513700536,0.0536716445496288,0.2564385862582037
0.14660800000000002,0.07170997357758264,0.0553753445496288,0.2582130749704258
0.150597,0.07187738948636692,0.0576468445496288,0.26057886225837174
0.154586,0.07204800081572893,0.0600123908562027,0.26294702522171537
0.15857600000000005,0.07232857999189146,0.0623890908562027,0.26531604884437543
0.161587,0.072706003564338,0.0641980114841274,0.26710418970614147
0.16554800000000003,0.0732056321831849,0.0666613114841274,0.26945861895430745
0.16953700000000002,0.07402418279518644,0.0691420114841274,0.2718296914539534
0.17352700000000004,0.07481164019402742,0.0716896064334099,0.2742030324490719
0.17751700000000004,0.07563806195753302,0.0742756064334098,0.276577342605768
0.18150500000000003,0.07627483545783892,0.0768735757040501,0.2789507972451048
0.18549400000000005,0.07707045001750396,0.0795635757040501,0.28132715495645083
0.18849600000000005,0.07798653060066116,0.0815878757040501,0.2831155295190087
0.19248400000000004,0.07889521188985617,0.0843161192960448,0.28549227463215837
0.196474,0.07992417103112388,0.0871114192960448,0.28787187140553616
0.20046400000000003,0.08112535009938472,0.0899067192960448,0.29025146809626823
0.20445200000000005,0.08229876909923356,0.0927911372093972,0.28874067843546264
0.20744500000000002,0.08351787730594618,0.0949664372093972,0.28715361250382876
0.211434,0.08504787920698281,0.0978770294441003,0.2859037483945963
0.21541400000000005,0.08673120344542082,0.10087402944410032,0.29172892418181845
0.21940400000000004,0.088703790641673,0.1038786294441003,0.2975687361624103
0.22339300000000004,0.0907450523141644,0.1069451960001649,0.29729882515748696
0.22639500000000004,0.09288535016563775,0.1092844960001649,0.294029824281403
0.23037400000000005,0.09494293234326837,0.11238519600016489,0.28969692797635294
0.23436500000000005,0.09712763847982088,0.11558343687758009,0.2914749264676203
0.23835300000000004,0.09944864331681087,0.1187957368775801,0.29438998940231637
0.24135500000000004,0.10201539407227989,0.1212230520763568,0.2964123196676736
0.24534300000000003,0.10458137236838644,0.1245399520763568,0.2973950852375096
0.24933200000000005,0.10714465493227612,0.1278575520763568,0.2983780972577176
0.252325,0.10986811944038646,0.1303816415964842,0.29950152719310086
0.25531500000000007,0.11279531101488138,0.1329468415964842,0.30110909453943296
0.2593060000000001,0.11579003135483225,0.1363709415964842,0.30325484751371284
0.2622980000000001,0.11887416896292541,0.1389719054379695,0.30604464247988694
0.266288,0.12202529258177232,0.1424997054379695,0.31182067257527096
0.2702690000000001,0.1252877031146567,0.1460196054379695,0.31758367410727695
0.27426700000000004,0.1284594519022018,0.1496401436008161,0.3176571544998322
0.2782470000000001,0.13174712374031722,0.1532635436008161,0.3164575083050442
0.282235,0.13535727517112206,0.15692655608500994,0.31741682197977167
0.28622600000000004,0.13882060137650584,0.1606645560850099,0.32319850208629963
0.29021700000000006,0.1423218091324958,0.1644026560850099,0.32898018219282765
0.2942120000000001,0.14609215157396993,0.1682286428905615,0.33232303472462565
0.29720500000000005,0.14990328116064808,0.17111044289056151,0.3343809892166817
0.300197,0.15426060392076796,0.1739912428905615,0.3364382560113717
0.30318900000000004,0.15864152982571042,0.176929504017471,0.3418354226987184
0.30717800000000006,0.16302672805701707,0.180874904017471,0.35066449297786045
0.31116800000000006,0.16753481193825673,0.1848257394657383,0.3592370920440279
0.31416000000000005,0.17211532139436128,0.1878635394657383,0.361252399795102
0.318149,0.17690772731737295,0.1919135394657383,0.363939252329998
0.32213100000000006,0.18145466177507483,0.1959861492353599,0.36722484897312796
0.3261180000000001,0.18594343789992665,0.2001387492353599,0.3720376674596301
0.3301110000000001,0.19060421065019834,0.2042975492353599,0.3768577287109879
0.3340970000000001,0.1953725998281965,0.2085303333263357,0.37554378297616986
0.338086,0.20027395197072978,0.2127896333263357,0.37246917152524384
0.342077,0.20530741544882464,0.2170792917386695,0.3725622026213982
0.3460740000000001,0.21034653880941293,0.2214518917386695,0.3812430116791142
0.35006400000000004,0.21543184874493082,0.2258168917386695,0.3899086180051301
0.35305700000000007,0.2203913766272488,0.2291451244723575,0.39358213238286527
0.356047,0.22582346180943003,0.2324946244723575,0.3959669813921892
0.36003700000000005,0.23119885073033208,0.23696422447235746,0.3991494387655593
0.36402600000000007,0.23620164366111682,0.2415121315273997,0.40581865211660656
0.36801500000000004,0.24147371747428,0.2460852315273997,0.4135977511648626
0.3710070000000001,0.2463585248673326,0.2495156129037999,0.41943225696971925
0.3739990000000001,0.25105980323309923,0.2530242129037999,0.42513625024947727
0.37797900000000006,0.2557817683646536,0.2576914129037999,0.4327237813243693
0.381969,0.26055525205074326,0.2623957686015578,0.4395468192877599
0.38595900000000005,0.2656342997470099,0.2671793686015578,0.44392700191493983
0.38994700000000004,0.2703172931235021,0.2719604686015578,0.44830498905113003
0.39393600000000006,0.2743031029121667,0.2768198986206701,0.45421714675517305
0.39792600000000006,0.27878370110064404,0.2817080986206701,0.4606807628923952
0.4019250000000001,0.2829910319224154,0.2866316029611365,0.46636969656446664
0.4059150000000001,0.28711243363141153,0.2916245029611365,0.4694288204029306
0.4089060000000001,0.2911791598660327,0.29536730296113656,0.4717220131800426
0.41189900000000007,0.294979923627719,0.29913618162296096,0.47326093390866697
0.41489000000000004,0.29872834034794615,0.3029573816229609,0.473039538745965
0.41887900000000006,0.30242143287332324,0.3080536816229609,0.472744271199977
0.4228690000000001,0.3060222057500713,0.3132002346061396,0.4749109334100251
0.42685600000000007,0.30976389149004296,0.31839843460613965,0.4798678251145491
0.4308390000000001,0.31344890141103543,0.3235915346061396,0.4848197438439611
0.434827,0.3171220318294086,0.328891461910676,0.4887893860478735
0.4388160000000001,0.32098676115724234,0.334196961910676,0.4927184278804554
0.4428060000000001,0.32452195791053084,0.3395511635365668,0.4958507585179226
0.4467940000000001,0.32813329990763956,0.34495986353656677,0.4980173468793865
0.4507850000000001,0.332001808869895,0.3503726635365667,0.5001855650199705
0.4537860000000001,0.33543341631124435,0.3545159394838118,0.5027679691293464
0.4567780000000001,0.3391117568543412,0.3586522394838118,0.5054158779599364
0.4607670000000001,0.3431177670451905,0.36416703948381185,0.5089461280487185
0.4637590000000001,0.3469990783470392,0.3683757897524182,0.5107674171869353
0.4667500000000001,0.350815424540186,0.3725891897524182,0.5125183122017233
0.4697430000000001,0.3545838811182751,0.3768054897524182,0.5142703779797473
0.472735,0.3586765882245879,0.3810659143423754,0.5166297567958601
0.47572700000000007,0.3628534388800985,0.3853592143423754,0.5194295554205063
0.47871900000000006,0.36678785103598965,0.3896526143423754,0.5222293541277983
0.4826990000000001,0.37072427918554646,0.3954082132536904,0.5263694730682282
0.48669200000000007,0.3750207166904099,0.4012426132536904,0.5310831561901022
0.49067800000000006,0.37971858945508224,0.4070668132536904,0.5357885758690203
0.4946690000000001,0.384640140635987,0.4129945864863596,0.5415395450683669
0.4986560000000001,0.38942247498931654,0.4189247864863596,0.5473759006279469
0.5026480000000001,0.3944836289896508,0.4249057340403868,0.5529825868215724
0.5056470000000002,0.399579927142288,0.4294451340403867,0.5569413945201604
0.5096360000000001,0.4044353018162009,0.4354829340403868,0.5622070443251904
0.5126280000000001,0.4096227577934677,0.440054355915768,0.5650618084061922
0.5156200000000001,0.4146868794235254,0.4446616559157682,0.5669993047829741
0.5196090000000001,0.41994384091630255,0.4508040559157681,0.5695824173313522
0.5236000000000002,0.4254640385848405,0.4570178521125074,0.5704953788744593
0.5265910000000001,0.43085010726466016,0.46170195211250736,0.5705094216695493
0.5295830000000001,0.43622988262885415,0.4663876521125074,0.5705234691754614
0.5335630000000001,0.44109120476800284,0.4726878226306009,0.5752500887610767
0.537552,0.4463220403729757,0.4790395226306009,0.5825961469846107
0.5415410000000002,0.45192521885886766,0.4854054674700522,0.5899813080463459
0.545533,0.45680318647039403,0.4918666674700522,0.5976214277627899
0.54952,0.46195821927354724,0.4983196674700523,0.6052519782294777
0.5535080000000001,0.4672969290246169,0.504840186630858,0.6126236447918351
0.557508,0.4726348203211622,0.511419186630858,0.6198631300066169
0.5614980000000002,0.47805764210623186,0.5179948801130179,0.6277695511406702
0.5654870000000002,0.48333649791096966,0.5246604801130179,0.6404762822341944
0.5694760000000001,0.4886171125233242,0.5313259801130179,0.6531830133277184
0.5724680000000001,0.4941738936758303,0.5363641479165356,0.661765353658207
0.575627,0.4993650009164666,0.5417256479165357,0.669787073758699
0.5794590000000002,0.504472110904273,0.5482293479165357,0.6795177580126491
0.5835040000000001,0.5096234638481894,0.5551601900414112,0.6898429798420989
0.5864300000000001,0.5146693225221348,0.5602029900414112,0.6973357433108169
0.5904120000000002,0.5200609825704946,0.5670657900414112,0.7075326620809909
0.5944,0.5255421042020743,0.574028006487641,0.7111295576825568
0.5983890000000002,0.5306929499068119,0.581007506487641,0.7135829954337405
0.6023800000000001,0.5360790802034524,0.5880265972552252,0.7184017818382175
0.6063810000000002,0.541227689797766,0.5951318972552252,0.7277168310935674
0.610357,0.5461215080308303,0.6021928972552252,0.7369736758290194
0.6143570000000002,0.5510530008748781,0.6093845623441673,0.7476770479216444
0.6173480000000001,0.5559307901031769,0.6147746623441672,0.7558796691242183
0.6213370000000001,0.560605747686588,0.6219722017544635,0.7665539723587682
0.6243300000000002,0.5649787544287765,0.6274445017544635,0.7724061571893743
0.6283190000000002,0.5697174564250038,0.6347378017544636,0.7802058114548743
