index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
200001,17:09:18,97,0,0,19,-0.00954,6625,925
200009,17:09:18.010000,515,0,0,-8,0,6297,925
200017,17:09:18.021000,39,0,0,-17,-0.11443,6822,925
200025,17:09:18.031000,-125,0,1.96665,2,-0.11443,6599,925
200033,17:09:18.041000,226,0,1.96665,-5,-0.00954,6583,925
200041,17:09:18.051000,375,0,1.96665,-5,0,6634,925
200049,17:09:18.061000,125,0,0,-20,0.14303,6273,925
200057,17:09:18.071000,199,0,1.96665,4,-0.07628,6814,925
200065,17:09:18.081000,101,0,1.96665,-22,0.00954,6602,925
200073,17:09:18.091000,-67,0,1.96665,-34,-0.41956,6578,925
200081,17:09:18.101000,35,0,1.96665,-29,-0.4291,6630,925
200089,17:09:18.111000,-196,0,1.96665,-15,-0.69609,6273,925
200097,17:09:18.121000,-4,0,1.96665,-22,-1.0203,6821,925
200105,17:09:18.131000,-172,0,1.96665,7,-1.08704,6598,925
200113,17:09:18.141000,199,0,1.96665,-17,-1.08704,6570,925
200121,17:09:18.151000,132,0,1.96665,-10,-1.52568,6621,925
200129,17:09:18.161000,70,0,1.96665,-22,-1.63057,6253,925
200137,17:09:18.171000,109,0,3.93329,-20,-1.84988,6832,925
200145,17:09:18.181000,15,0,3.93329,-29,-1.81174,6628,925
200153,17:09:18.191000,328,0,1.96665,-29,-2.13595,6559,925
200161,17:09:18.201000,35,0,1.96665,-58,-2.17409,6635,925
200169,17:09:18.211000,-83,0,3.93329,-39,-2.31712,6273,925
200177,17:09:18.221000,238,0,3.93329,-53,-2.56504,6816,925
200185,17:09:18.231000,167,0,3.93329,-51,-2.92739,6599,925
200193,17:09:18.241000,-51,0,3.93329,-15,-3.29927,6595,925
200201,17:09:18.251000,-55,0,3.93329,-12,-3.4423,6659,925
200209,17:09:18.261000,11,0,3.93329,-36,-3.33741,6264,925
200217,17:09:18.271000,-137,0,5.89994,-39,-3.42323,6811,925
200225,17:09:18.281000,31,0,5.89994,-55,-3.48045,6589,925
200233,17:09:18.291000,226,0,3.93329,-36,-3.61394,6564,925
200241,17:09:18.301000,-215,0,5.89994,-39,-3.7379,6633,925
200249,17:09:18.311000,-114,0,5.89994,-39,-4.48167,6268,925
200257,17:09:18.321000,74,0,5.89994,-31,-4.72959,6811,925
200265,17:09:18.331000,601,0,5.89994,-20,-4.87263,6596,925
200273,17:09:18.341000,250,0,5.89994,-48,-4.90123,6557,925
200281,17:09:18.351000,93,0,7.86659,-39,-4.68192,6631,925
200289,17:09:18.361000,242,0,7.86659,-34,-4.79634,6274,925
200297,17:09:18.371000,171,0,7.86659,-39,-5.13962,6836,925
200305,17:09:18.381000,375,0,9.83323,-62,-5.65453,6625,925
200313,17:09:18.391000,308,0,9.83323,-60,-5.49243,6563,925
