index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
200001,16:58:08,-176,0,0,2,0.09535,7004,925
200009,16:58:08.010000,500,0,0,-17,0.01907,6690,925
200017,16:58:08.021000,242,0,0,-8,0.03814,6661,925
200025,16:58:08.031000,-196,0,1.96665,-8,0.10489,6746,925
200033,16:58:08.041000,269,0,1.96665,-20,0.08582,6318,925
200041,16:58:08.051000,316,0,0,-3,-0.10489,6979,925
200049,16:58:08.061000,42,0,0,-5,-0.02861,6673,925
200057,16:58:08.071000,195,0,1.96665,-8,-0.01907,6662,925
200065,16:58:08.081000,46,0,1.96665,-27,-0.40049,6722,925
200073,16:58:08.091000,82,0,1.96665,-31,-0.41956,6352,925
200081,16:58:08.101000,269,0,0,-27,-0.48631,6975,925
200089,16:58:08.111000,70,0,1.96665,-15,-0.7533,6657,925
200097,16:58:08.121000,347,0,1.96665,-27,-0.91541,6668,925
200105,16:58:08.131000,175,0,1.96665,-22,-0.92494,6723,925
200113,16:58:08.141000,35,0,3.93329,-24,-1.22054,6399,925
200121,16:58:08.151000,97,0,1.96665,-17,-1.44939,6982,925
200129,16:58:08.161000,304,0,1.96665,-27,-1.56382,6667,925
200137,16:58:08.171000,125,0,3.93329,-10,-1.88802,6653,925
200145,16:58:08.181000,246,0,1.96665,-41,-1.88802,6717,925
200153,16:58:08.191000,285,0,3.93329,-27,-1.99291,6398,925
200161,16:58:08.201000,277,0,3.93329,-34,-2.05966,6984,925
200169,16:58:08.211000,242,0,3.93329,-29,-2.20269,6654,925
200177,16:58:08.221000,273,0,3.93329,-48,-2.42201,6652,925
200185,16:58:08.231000,-114,0,5.89994,-43,-2.75575,6753,925
200193,16:58:08.241000,207,0,3.93329,-48,-3.19438,6425,925
200201,16:58:08.251000,523,0,5.89994,-27,-3.60441,6974,925
200209,16:58:08.261000,214,0,5.89994,-24,-3.77605,6699,925
200217,16:58:08.271000,484,0,3.93329,-55,-3.34695,6686,925
200225,16:58:08.281000,128,0,3.93329,-53,-3.60441,6748,925
200233,16:58:08.291000,15,0,5.89994,-43,-3.63301,6447,925
200241,16:58:08.301000,-4,0,5.89994,-53,-3.95722,6997,925
200249,16:58:08.311000,324,0,5.89994,-34,-4.37678,6666,925
200257,16:58:08.321000,429,0,5.89994,-51,-4.96798,6643,925
200265,16:58:08.331000,-317,0,5.89994,-43,-4.96798,6716,925
200273,16:58:08.341000,257,0,7.86659,-53,-4.95844,6442,925
200281,16:58:08.351000,-79,0,7.86659,-51,-4.93937,6980,925
200289,16:58:08.361000,359,0,7.86659,-60,-4.7582,6695,925
200297,16:58:08.371000,468,0,7.86659,-43,-5.43522,6660,925
200305,16:58:08.381000,558,0,7.86659,-22,-5.83571,6705,925
200313,16:58:08.391000,335,0,7.86659,-53,-5.55918,6458,925
200321,16:58:08.401000,566,0,7.86659,-60,-5.645,7008,925
200329,16:58:08.411000,339,0,9.83323,-36,-5.74035,6672,925
200337,16:58:08.421000,492,0,9.83323,-27,-6.61762,6658,925
200345,16:58:08.431000,593,0,9.83323,-46,-7.09439,6713,925
200353,16:58:08.441000,437,0,9.83323,-53,-6.77972,6441,925
200361,16:58:08.451000,1320,0,9.83323,-34,-6.75111,6986,925
200369,16:58:08.461000,570,0,11.79988,-43,-7.20882,6671,925
200377,16:58:08.471000,554,0,9.83323,-39,-7.40906,6657,925
200385,16:58:08.481000,929,0,11.79988,-46,-7.23742,6709,925
200393,16:58:08.491000,656,0,11.79988,-48,-7.18974,6479,925
200401,16:58:08.501000,523,0,9.83323,-41,-8.1719,7001,925
200409,16:58:08.511000,710,0,11.79988,-31,-8.51518,6687,925
200417,16:58:08.521000,800,0,11.79988,-48,-8.1719,6665,925
200425,16:58:08.531000,984,0,11.79988,-48,-8.36261,6713,925
200433,16:58:08.541000,523,0,11.79988,-41,-8.73449,6466,925
200441,16:58:08.551000,1183,0,11.79988,-65,-8.39121,6999,925
200449,16:58:08.561000,921,0,13.76653,-39,-8.80124,6671,925
200457,16:58:08.571000,890,0,13.76653,-41,-9.82153,6690,925
200465,16:58:08.581000,792,0,13.76653,-48,-9.32569,6718,925
200473,16:58:08.591000,570,0,13.76653,-51,-9.17312,6436,925
200481,16:58:08.601000,683,0,13.76653,-43,-9.41151,7000,925
200489,16:58:08.611000,500,0,15.73317,-62,-9.23987,6675,925
200497,16:58:08.621000,1070,0,15.73317,-24,-9.46872,6712,925
200505,16:58:08.631000,886,0,13.76653,-41,-10.60344,6722,925
200513,16:58:08.641000,1066,0,15.73317,-31,-10.33645,6442,925
200521,16:58:08.651000,914,0,15.73317,-55,-10.31738,7023,925
200529,16:58:08.661000,585,0,15.73317,-46,-10.60344,6679,925
200537,16:58:08.671000,613,0,15.73317,-65,-10.61298,6676,925
200545,16:58:08.681000,1355,0,15.73317,-39,-11.94794,6738,925
200553,16:58:08.691000,734,0,17.69982,-55,-11.4521,6459,925
200561,16:58:08.701000,1070,0,17.69982,-46,-11.86213,7006,925
200569,16:58:08.711000,902,0,15.73317,-36,-11.81445,6677,925
200577,16:58:08.721000,523,0,17.69982,-39,-11.99562,6701,925
200585,16:58:08.731000,906,0,17.69982,-43,-12.59636,6762,925
200593,16:58:08.741000,1121,0,17.69982,-53,-12.46286,6467,925
200601,16:58:08.751000,660,0,19.66647,-41,-12.91103,7023,925
200609,16:58:08.761000,714,0,17.69982,-72,-12.14819,6688,925
200617,16:58:08.771000,738,0,19.66647,-43,-13.48316,6685,925
200625,16:58:08.781000,1160,0,19.66647,-36,-13.16848,6737,925
200633,16:58:08.791000,777,0,19.66647,-36,-13.75015,6492,925
200641,16:58:08.801000,640,0,19.66647,-43,-13.34966,7015,925
200649,16:58:08.811000,1164,0,19.66647,-20,-14.02668,6692,925
200657,16:58:08.821000,820,0,19.66647,-46,-13.90272,6701,925
200665,16:58:08.831000,1097,0,19.66647,-65,-14.36042,6752,925
200673,16:58:08.841000,726,0,21.63311,-60,-13.60712,6503,925
200681,16:58:08.851000,625,0,21.63311,-22,-14.81812,7033,925
200689,16:58:08.861000,1027,0,21.63311,-41,-14.7323,6709,925
200697,16:58:08.871000,449,0,21.63311,-39,-14.80859,6721,925
200705,16:58:08.881000,585,0,21.63311,-46,-14.57973,6762,925
200713,16:58:08.891000,578,0,21.63311,-34,-15.71446,6496,925
200721,16:58:08.901000,695,0,23.59976,-43,-15.39978,7063,925
200729,16:58:08.911000,726,0,23.59976,-41,-15.62864,6727,925
200737,16:58:08.921000,1187,0,23.59976,-36,-15.7526,6717,925
200745,16:58:08.931000,1511,0,23.59976,-60,-16.20076,6772,925
200753,16:58:08.941000,984,0,25.56641,-36,-16.55358,6548,925
200761,16:58:08.951000,1195,0,23.59976,-48,-15.93377,7067,925
