index,timestamp,maxon_current,maxon_torque,maxon_velmes,akd_torque,akd_velmes,sinkage,pressure_setting
200001,17:22:12,753,0,1.96665,-3,-0.12396,6727,925
200009,17:22:12.010000,281,0,0,-3,-0.08582,7090,925
200017,17:22:12.021000,152,0,0,14,0.01907,6755,925
200025,17:22:12.031000,-47,0,0,-17,-0.06675,6756,925
200033,17:22:12.041000,31,0,1.96665,-17,-0.00954,6811,925
200041,17:22:12.051000,339,0,0,-12,-0.25746,6580,925
200049,17:22:12.061000,85,0,0,-24,-0.11443,7077,925
200057,17:22:12.071000,246,0,1.96665,-17,-0.12396,6761,925
200065,17:22:12.081000,54,0,1.96665,-12,-0.15257,6757,925
200073,17:22:12.091000,148,0,0,-17,-0.20024,6811,925
200081,17:22:12.101000,269,0,1.96665,-29,-0.28606,6553,925
200089,17:22:12.111000,85,0,1.96665,-24,-0.35281,7073,925
200097,17:22:12.121000,261,0,1.96665,-48,-1.12519,6766,925
200105,17:22:12.131000,-16,0,1.96665,-41,-1.08704,6760,925
200113,17:22:12.141000,58,0,3.93329,-39,-1.41125,6836,925
200121,17:22:12.151000,261,0,1.96665,-31,-1.65917,6548,925
200129,17:22:12.161000,214,0,3.93329,-29,-1.5066,7086,925
200137,17:22:12.171000,-90,0,1.96665,-29,-1.69731,6755,925
200145,17:22:12.181000,125,0,3.93329,-29,-1.86895,6782,925
200153,17:22:12.191000,316,0,1.96665,-55,-2.14548,6812,925
200161,17:22:12.201000,89,0,1.96665,-48,-2.29805,6571,925
200169,17:22:12.211000,-86,0,3.93329,-41,-2.47922,7074,925
200177,17:22:12.221000,31,0,3.93329,-39,-2.6604,6755,925
200185,17:22:12.231000,27,0,3.93329,-46,-3.00367,6747,925
200193,17:22:12.241000,78,0,3.93329,-46,-3.35649,6801,925
200201,17:22:12.251000,171,0,3.93329,-29,-3.4137,6554,925
200209,17:22:12.261000,-157,0,3.93329,-39,-3.59487,7070,925
200217,17:22:12.271000,-149,0,5.89994,-34,-3.40416,6754,925
200225,17:22:12.281000,312,0,5.89994,-15,-3.62348,6750,925
200233,17:22:12.291000,191,0,5.89994,-43,-3.68069,6812,925
200241,17:22:12.301000,125,0,5.89994,-43,-4.17654,6600,925
200249,17:22:12.311000,136,0,5.89994,-20,-4.49121,7069,925
200257,17:22:12.321000,222,0,5.89994,-24,-5.04426,6745,925
200265,17:22:12.331000,253,0,5.89994,-41,-5.04426,6750,925
200273,17:22:12.341000,632,0,7.86659,-48,-4.77727,6801,925
200281,17:22:12.351000,250,0,7.86659,-34,-4.61517,6607,925
200289,17:22:12.361000,429,0,7.86659,-58,-4.72959,7071,925
200297,17:22:12.371000,160,0,7.86659,-34,-5.36847,6747,925
200305,17:22:12.381000,269,0,7.86659,-43,-5.44475,6740,925
200313,17:22:12.391000,332,0,7.86659,-53,-5.37801,6806,925
200321,17:22:12.401000,62,0,7.86659,-82,-5.14915,6619,925
200329,17:22:12.411000,363,0,9.83323,-65,-5.61639,7060,925
200337,17:22:12.421000,140,0,9.83323,-39,-6.45551,6761,925
200345,17:22:12.431000,-149,0,9.83323,-62,-6.71297,6749,925
200353,17:22:12.441000,542,0,9.83323,-67,-6.71297,6805,925
200361,17:22:12.451000,203,0,11.79988,-55,-6.5604,6618,925
200369,17:22:12.461000,566,0,11.79988,-46,-7.10393,7069,925
200377,17:22:12.471000,250,0,9.83323,-51,-7.47581,6744,925
200385,17:22:12.481000,285,0,11.79988,-58,-7.09439,6751,925
200393,17:22:12.491000,445,0,11.79988,-46,-7.02764,6827,925
200401,17:22:12.501000,250,0,11.79988,-36,-8.05747,6600,925
200409,17:22:12.511000,632,0,11.79988,-39,-8.77263,7076,925
200417,17:22:12.521000,484,0,11.79988,-46,-8.29586,6759,925
200425,17:22:12.531000,359,0,11.79988,-48,-8.43889,6746,925
200433,17:22:12.541000,519,0,13.76653,-53,-8.78217,6815,925
200441,17:22:12.551000,628,0,11.79988,-70,-8.09561,6645,925
200449,17:22:12.561000,152,0,11.79988,-48,-8.48657,7082,925
200457,17:22:12.571000,660,0,13.76653,-36,-9.19219,6760,925
200465,17:22:12.581000,710,0,13.76653,-39,-9.0873,6781,925
200473,17:22:12.591000,347,0,13.76653,-46,-8.74403,6838,925
200481,17:22:12.601000,296,0,15.73317,-34,-8.75356,6642,925
200489,17:22:12.611000,332,0,13.76653,-29,-8.38168,7102,925
200497,17:22:12.621000,964,0,15.73317,-62,-8.18143,6762,925
200505,17:22:12.631000,335,0,15.73317,-22,-8.93474,6764,925
200513,17:22:12.641000,695,0,15.73317,-48,-9.29708,6824,925
200521,17:22:12.651000,550,0,15.73317,-51,-8.91566,6663,925
200529,17:22:12.661000,539,0,15.73317,-67,-8.91566,7101,925
200537,17:22:12.671000,449,0,17.69982,-43,-9.2208,6777,925
200545,17:22:12.681000,992,0,15.73317,-51,-9.17312,6779,925
200553,17:22:12.691000,503,0,15.73317,-41,-9.85014,6845,925
200561,17:22:12.701000,878,0,17.69982,-31,-10.37459,6691,925
200569,17:22:12.711000,824,0,17.69982,-34,-9.49733,7099,925
200577,17:22:12.721000,644,0,17.69982,-46,-10.05992,6816,925
200585,17:22:12.731000,832,0,17.69982,-41,-9.88828,6793,925
200593,17:22:12.741000,929,0,17.69982,-31,-9.92642,6839,925
200601,17:22:12.751000,937,0,19.66647,-34,-10.65112,6742,925
200609,17:22:12.761000,734,0,17.69982,-29,-10.32691,7106,925
200617,17:22:12.771000,996,0,17.69982,-34,-10.12667,6796,925
200625,17:22:12.781000,1125,0,19.66647,-29,-9.92642,6803,925
200633,17:22:12.791000,1644,0,19.66647,-48,-9.32569,6855,925
200641,17:22:12.801000,1492,0,19.66647,-29,-9.65943,6773,925
200649,17:22:12.811000,1070,0,21.63311,-31,-10.00271,7121,925
200657,17:22:12.821000,750,0,17.69982,-46,-9.80246,6803,925
200665,17:22:12.831000,882,0,21.63311,-17,-10.09806,6825,925
200673,17:22:12.841000,847,0,21.63311,-39,-9.85968,6862,925
200681,17:22:12.851000,1332,0,19.66647,-36,-9.65943,6762,925
